6a,7,43,44a
0.125,0.25,0.5,0
0.125,0,0.625,0
0.1,0,0.375,0
0.2925,0,0.625,0
0.595,0,0.5,0
0.4175,0,0.875,0
0.0775,0,0.375,0
0.1025,0,0.375,0
0.0925,0,0.625,0
0.0675,0,0.875,0
0.0875,0,0.5,0
0.1,0,0.375,0
0.1175,0,0.5,0
0.105,0.25,0.875,0
0.0925,0.25,0.625,0
0.085,0.25,0.5,0
0.0775,0.25,0.375,0
0.0825,0,0.875,0
0.6225,0,0.625,0
0.6275,0,0.5,0
0.2275,0,0.5,0
0.12,0.25,0.75,0
0.085,0.25,0.5,0
0.075,0.25,0.625,0
0.0475,0.25,0.625,0
0.0125,0,1.125,0
0.0075,0,2.375,0
0.0125,0,1.5,0
0.0075,0,0.625,0
0.0175,0.25,1,0
0.0125,0.25,0.375,0
0.02,0.25,1.625,0
0.0425,0.25,1.875,0
0.0325,0.25,0.375,0
0.02,0.25,0.125,0
0.015,0.25,0.5,0
0.015,0.25,1.75,0
0.0225,0,1.75,0
0.01,0,2.125,0
0.0125,0,1.5,0
0.0225,0,1.5,0
0.0325,0.25,1.5,0
0.0275,0.25,1.75,0
0.0375,0.25,1.875,0
0.03,0.25,1.5,0
0.0175,0,1.5,0
0.02,0,1.375,0
0.165,0,1.75,0
0.0775,0,1.75,0
0.0525,0.25,1.25,0
0.0625,0.25,1.375,0
0.0575,0.25,1.375,0
0.0175,0.25,2,0
0.03,0,1.5,0
0.015,0,1.5,0
0.0525,0,1.375,0
0.0625,0,1.625,0
0.0275,0.5,1.875,0
0.035,0.5,1.375,0
0.0175,0.5,1.25,0
0.0425,0.5,0.625,0
0.0375,0.25,0.375,0
0.0175,0.25,0.25,0
0.02,0.25,0.25,0
0.0125,0.25,0.25,0
0.025,0,0.625,0
0.0575,0,1.625,0
0.01,0,2.5,0
0.0125,0,3,0
0.0125,0,1.5,0
0.02,0,1,0
0.0175,0,0.875,0
0.0175,0,0.75,0
0.02,0.25,1,0
0.0125,0.25,1.125,0
0.0175,0.25,1.125,0
0.0125,0.25,0.75,0
0.0125,0,0.75,0
0.0225,0,1,0
0.0125,0,1.125,0
0.015,0,1.125,0
0.0125,0,0.75,0
0.015,0,0.75,0
0.015,0,1.125,0
0.0175,0,1.125,0
0.015,0.25,1,0
0.01,0.25,0.75,0
0.015,0.25,0.875,0
0.0125,0.25,1.125,0
0.0125,0,1.125,0
0.0125,0,0.875,0
0.0125,0,0.75,0
0.015,0,1,0
0.01,0,1.125,0
0.01,0,1.125,0
0.0125,0,0.75,0
0.0125,0,0.875,0
0.01,0.25,1,0
0.0125,0.25,1.25,0
0.0825,0.25,1,0
0.095,0.25,0.75,0
0.075,0,0.75,0
0.0875,0,1.125,0
0.11,0,1.25,0
0.375,0,0.875,0
0.6525,0,0.75,0
0.33,0,0.875,0
0.09,0,1.125,0
0.0875,0,1.25,0
0.09,0.25,0.875,0
0.105,0.25,0.75,0
0.105,0.25,0.875,0
0.0875,0.25,1.25,0
0.08,0,1.125,0
0.6525,0,0.75,0
0.6325,0,0.75,0
0.2625,0,1.125,0
0.2975,0,1.125,0
0.3775,0,1,0
0.08,0,0.875,0
0.0775,0,0.75,0
0.0575,0.25,1.125,0
0.0125,0.25,1.125,0
0.0075,0.25,1,0
0.005,0.25,0.75,0
0.0075,0.25,1,0
0.0075,0.25,2.125,0
0.01,0.25,2,0
0.015,0.25,2.125,0
0.035,0,2.375,0
0.0175,0,2,0
0.0175,0,0,0
0.1025,0,0,0
0.12,0,0,0
0.02,0,0,0
0.2,0,0.25,0
0.025,0,0.25,0
0.1525,0.25,0,0
0.0975,0.25,0,0
0.13,0.25,0,0
0.015,0.25,0,0
0.0225,0,0,0
0.01,0,0,0
0,0,0,0
0,0,0,0
0,0.25,0,0
0.0025,0.25,0,0
0,0.25,0,0
0.0025,0.25,0,0
0,0,0,0
0,0,0,0
0.0125,0,0,0
0,0,0,0
0,0.25,0,0
0,0.25,0,0
0,0.25,0,0
0.0025,0.25,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0.25,0,0
0,0.25,0,0
0.015,0.25,0,0
0.0125,0.25,0,0
0.0125,0,0,0
0.015,0,0,0
0.0125,0,0,0
0.0125,0,0,0
0.01,0,0,0
0.025,0,0,0
0.0175,0,0,0
0.0125,0,0,0
0.01,0,0,0
0.0125,0,0,0
0.015,0,0,0
0.015,0,0,0
0.02,0.25,0,0
0.0125,0.25,0,0
0.015,0.25,0,0
0.01,0.25,0,0
0.01,0,0,0
0.015,0,0,0
0.0125,0,0,0
0.015,0,0,0
0.0125,0,0,0
0.0125,0,0,0
0.01,0,0,0
0.01,0,0,0
0.01,0,0,0
0.0075,0,0,0
0.0125,0,0,0
0.0125,0,0,0
0.015,0,0,0
0.01,0,0,0
0.0075,0,0,0
0.005,0,0,0
0.01,0.25,0,0
0.01,0.25,0,0
0.01,0.25,0,0
0.0075,0.25,0,0
0.0075,0,0,0
0.01,0,0,0
0.0075,0,0,0
0.0075,0,0,0
0.01,0.25,0,0
0.0075,0.25,0,0
0.01,0.25,0,0
0.01,0.25,0,0
0.015,0,0,0
0.6475,0,0,0
0.655,0,0,0
0.22,0,0,0
0.1075,0,0,0
0.115,0,0,0
0.07,0,0,0
0.025,0,0,0
0.01,0,0,0
0.0075,0,0,0
0.0125,0,0,0
0.005,0,0,0
0.02,0.25,0,0
0.0375,0.25,0,0
0.005,0.25,0,0
0.0125,0.25,0,0
0.0225,0,0,0
0.0075,0,0,0
0.005,0,0,0
0.0075,0,0,0
0.0075,0,0,0
0.0075,0,0,0
0.0075,0,0,0
0.0075,0,0,0
0.0075,0.25,0,0
0,0.25,0,0
0,0.25,0,0
0,0.25,0,0
0.05,0,0,0
0,0,0,0
0.0025,0,0,0
0.0225,0,0,0
0.08,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0.25,0,0
0,0.25,0,0
0,0.25,0,0
0.0275,0.25,0,0
0.0125,0,0,0
0.0175,0,0,0
0,0,0,0
0,0,0,0
0.0025,0.25,0,0
0,0.25,0,0
0,0.25,0,0
0,0.25,0,0
0.0175,0,0,0
0.0025,0,0,0
0.03,0,0,0
0.015,0,0,0
0.0075,0,0,0
0.045,0,0,0
0.105,0,0,0
0.01,0,0,0
0.0225,0,0,0
0.015,0,0,0
0.04,0,0,0
0.015,0,0,0
0.0125,0.25,0,0
0.0175,0.25,0,0
0.0125,0.25,0,0
0.0175,0.25,0,0
0.015,0,0,0
0.0125,0,0,0
0.015,0,0,0
0.01,0,0,0
0.0125,0,0,0
0.0125,0,0,0
0.015,0,0,0
0.015,0,0,0
0.015,0,0,0
0.0125,0,0,0
0.005,0,0,0
0.0125,0,0,0
0.01,0.25,0,0
0.01,0.25,0,0
0.0075,0.25,0,0
0.01,0.25,0,0
0.0125,0,0,0
0.015,0,0,0
0.01,0,0,0
0.0125,0,0,0
0.02,0,0,0
0.0125,0,0,0
0.015,0,0,0
0.0075,0,0,0
0.01,0,0,0
0.01,0,0,0
0.01,0,0,0
0.0075,0,0,0
0.01,0.25,0,0
0.01,0.25,0,0
0.015,0.25,0,0
0.01,0.25,0,0
0.0125,0,0,0
0.61,0,0,0
0.675,0,0,0
0.21,0,0,0
0.115,0,0,0
0.1175,0,0,0
0.1075,0,0,0
0.09,0,0,0
0.105,0.25,0,0
0.085,0.25,0,0
0.01,0.25,0,0
0.0375,0.25,0,0
0.01,0,0,0
0.0075,0,0,0
0.0125,0,0,0
0.02,0,0,0
0.0125,0,0,0
0.01,0,0,0
0.015,0,0,0
0.0075,0,0,0
0.01,0.25,0,0
0.0125,0.25,0,0
0.055,0.25,0,0
0.07,0.25,0,0
0.02,0,0,0
0.015,0,0,0
0.0225,0,0,0
0.0225,0,0,0
0.0175,0,0,0
0.0175,0,0,0
0.0275,0,0,0
0.0175,0,0,0
0.005,0.25,0,0
0,0.25,0,0
0,0.25,0,0
0.01,0.25,0,0
0.0075,0,0,0
0.0125,0,0,0
0,0,0,0
0,0,0,0
0,0,0,6.401875
0.0025,0,0,8.1944
0.025,0,0,8.70655
0.0025,0,0,7.1701
0,0.25,0,7.426175
0.025,0.25,0,10.243
0.0025,0.25,0,7.938325
0,0.25,0,7.938325
0,0,0,7.1701
0.035,0,0,8.962625
0.0125,0,0,6.65795
0.005,0,0,7.1701
0,0,0,6.1458
0.0125,0,0,5.377575
0.01,0,0,0
0.015,0,0,0
0.015,0.25,0,0
0.0175,0.25,0,0
0.0175,0.25,0,0
0.01,0.25,0,0
0.0175,0,0,0
0.015,0,0,0
0.0125,0,0,0
0.0325,0,0,0
0.015,0,0,0
0.0125,0,0,0
0.0125,0,0,0
0.0175,0,0,0
0.0125,0,0,0
0.0125,0,0,0
0.0125,0,0,0
0.01,0,0,0
0.015,0.25,0,0
0.0175,0.25,0,0
0.015,0.25,0,0
0.0125,0.25,0,0
0.01,0,0,0
0.0125,0,0,0
0.01,0,0,0
0.0125,0,0,0
0.0125,0,0,0
0.01,0,0,0
0.0125,0,0,0
0.015,0,0,0
0.0125,0,0,0
0.0075,0,0,0
0.0075,0,0,0
0.01,0,0,0
0.01,0,0,0
0.0075,0,0,0
0.0125,0,0,0
0.01,0,0,0
0.0075,0.25,0,0
0.5025,0.25,0,0
0.1325,0.25,0,0
0.1025,0.25,0,0
0.0975,0,0,0
0.6525,0,0,0
0.6225,0,0,0
0.225,0,0,0
0.12,0.25,0,0
0.09,0.25,0,0
0.0975,0.25,0,0
0.0325,0.25,0,0
0.0225,0.25,0,0
0.045,0.25,0,0
0.0075,0.25,0,0
0.0325,0.25,0,0
0.0225,0,0,0
0.0075,0,0,0
0.015,0,0,0
0.0225,0,0,5.377575
0.015,0.25,0,5.1215
0.0125,0.25,0,9.986925
0.02,0.25,0,6.914025
0.0125,0.25,0,8.70655
0.015,0.25,0,7.1701
0.0125,0.25,0,9.986925
0.02,0.25,0,5.889725
0.1,0.25,0,7.938325
0.025,0,0,8.70655
0.0175,0,0,9.474775
0.015,0,0,5.63365
0.0175,0,0,7.68225
0,0.25,0,6.401875
0,0.25,0,9.2187
0,0.25,0,6.401875
0,0.25,0,7.426175
0,0.25,0,8.450475
0.0025,0.25,0,10.243
0.0025,0.25,0,6.1458
0,0.25,0,9.986925
0,0,0,10.499075
0,0,0,9.2187
0,0,0,5.889725
0,0,0,5.63365
0,0.5,0,9.2187
0,0.5,0,9.986925
0,0.5,0,8.1944
0,0.5,0,8.450475
0,0.25,0,8.450475
0.0025,0.25,0,11.523375
0,0.25,0,5.63365
0.005,0.25,0,4.60935
0.0225,0,0,6.914025
0.0125,0,0,11.2673
0.02,0,0,7.1701
0.01,0,0,6.1458
0.015,0,0,7.68225
0.0175,0,0,12.80375
0.015,0,0,5.63365
0.0125,0,0,7.1701
0.0225,0.25,0,6.1458
0.0125,0.25,0,10.243
0.015,0.25,0,6.65795
0.015,0.25,0,6.65795
0.0175,0,0,7.68225
0.0175,0,0,12.035525
0.02,0,0,7.68225
0.0225,0,0,7.938325
0.0125,0,0,7.68225
0.0175,0,0,8.962625
0.0125,0,0,8.450475
0.0125,0,0,5.63365
0.01,0,0,7.68225
0.01,0,0,9.986925
0.015,0,0,8.962625
0.01,0,0,7.938325
0.0125,0,0,7.426175
0.0125,0,0,10.75515
0.0125,0,0,8.450475
0.015,0,0,4.865425
0.0175,0.25,0,7.68225
0.0125,0.25,0,9.474775
0.005,0.25,0,7.1701
0.0125,0.25,0,8.1944
0.0075,0,0,6.1458
0.0125,0,0,10.243
0.0125,0,0,5.377575
0.01,0,0,7.68225
0.0075,0,0,6.401875
0.01,0,0,8.962625
0.0075,0,0,7.1701
0.0075,0,0,8.1944
0.01,0,0,7.426175
0.0125,0,0,9.474775
0.01,0,0,6.401875
0.01,0,0,7.1701
0.01,0.25,0,6.401875
0.01,0.25,0,9.474775
0.0075,0.25,0,6.914025
0.01,0.25,0,7.426175
0.01,0,0,8.1944
0.635,0,0,9.986925
0.65,0,0,5.889725
0.195,0,0,5.63365
0.0975,0.25,0,7.68225
0.11,0.25,0,11.011225
0.12,0.25,0,6.65795
0.1325,0.25,0,6.65795
0.07,0.25,0,9.986925
0.2025,0.25,0,9.986925
0.57,0.25,0,8.450475
0.01,0.25,0,5.63365
0.01,0,0,9.474775
0.0125,0,0,13.059825
0.01,0,0,12.547675
0.0125,0,0,8.70655
0.0075,0.25,0,7.938325
0.0075,0.25,0,11.523375
0.015,0.25,0,8.1944
0.01,0.25,0,5.377575
0.005,0.25,0,7.426175
0.0075,0.25,0,12.80375
0.0475,0.25,0,6.65795
0.0075,0.25,0,6.914025
0.0075,0,0,6.65795
0.0075,0,0,11.011225
0,0,0,4.60935
0,0,0,5.889725
0,0.25,0,8.70655
0,0.25,0,11.011225
0,0.25,0,7.426175
0,0.25,0,7.1701
0,0,0,5.63365
0.0025,0,0,8.962625
0,0,0,6.401875
0,0,0,4.60935
0,0.25,0,6.914025
0,0.25,0,10.499075
0,0.25,0,12.80375
0.0025,0.25,0,6.65795
0,0.25,0,6.65795
0,0.25,0,6.401875
0.0025,0.25,0,4.865425
0.0125,0.25,1.125,0
0,0.25,1.5,0
0,0.25,0,0
0,0.25,0,0
0.015,0.25,0,0
0,0,0,0
0,0,0,0
0.0025,0,0,0
0.0125,0,0,0
0.01,0.25,0,0
0.015,0.25,0,0
0.0175,0.25,0,0
0.02,0.25,0,0
0.0225,0,0,0
0.0175,0,0,0
0.02,0,0,0
0.015,0,0,0
0.0125,0,0,0
0.015,0,0,0
0.0125,0,0,0
0.0175,0,0,0
0.0175,0.25,0,0
0.0125,0.25,0,0
0.015,0.25,0,0
0.0175,0.25,0,0
0.015,0,0,0
0.0125,0,0,0
0.0125,0,0,0
0.01,0,0,0
0.0175,0,0,0
0.015,0,0,0
0.0125,0,0,0
0.0125,0,0,0
0.01,0,0,0
0.005,0,0,0
0.0125,0,0,0
0.01,0,0,0
0.015,0.25,0,0
0.01,0.25,0,0
0.005,0.25,0,0
0.01,0.25,0,0
0.0125,0,0,0
0.0075,0,0,0
0.0075,0,0,0
0.01,0,0,0
0.0125,0,0,0
0.0075,0,0,0
0.01,0,0,0
0.0125,0,0,0
0.1075,0.25,0,0
0.1125,0.25,0,0
0.12,0.25,0,0
0.11,0.25,0,0
0.0825,0,0,0
0.6325,0,0,0
0.64,0,0,0
0.27,0,0,0
0.1425,0,0,0
0.095,0,0,0
0.0775,0,0,0
0.025,0,0,0
0.07,0.25,0,0
0.0075,0.25,0,0
0.0125,0.25,0,0
0.01,0.25,0,0
0.025,0.25,0,0
0.055,0.25,0,0
0.0675,0.25,0,0
0.09,0.25,0,0
0.0625,0.25,0,0
0.0175,0.25,0,0
0.015,0.25,0,0
0.025,0.25,0,0
0.0375,0,0,0
0.015,0,0,0
0.0125,0,0,0
0.01,0,0,0
0.01,0.25,0,0
0.0075,0.25,0,0
0.0125,0.25,0,0
0.005,0.25,0,0
0,0.25,0,0
0,0.25,0,0
0,0.25,0,0
0,0.25,0,0
0.025,0.25,0,0
0,0.25,0,0
0,0.25,0,0
0.0275,0.25,0,0
0.0025,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0.5,0,0
0,0.5,0,0
0.0075,0.5,0,0
0.0075,0.5,0,0
0,0,0,0
0.0025,0,0,0
0.005,0,0,0
0,0,0,0
0.0025,0.25,0,0
0.0175,0.25,0,0
0.015,0.25,0,0
0.015,0.25,0,0
0.015,0.25,0,0
0.0425,0.25,0,0
0.0275,0.25,0,0
0.0175,0.25,0,0
0.0225,0,0,0
0.075,0,0,0
0.02,0,0,0
0.0175,0,0,0
0.0125,0,0,0
0.015,0,0,0
0.0175,0,0,0
0.0175,0,0,0
0.0175,0,0,0
0.0125,0,0,0
0.0125,0,0,0
0.015,0,0,0
0.015,0,0,0
0.0125,0,0,0
0.015,0,0,0
0.0125,0,0,0
0.0125,0.25,0,0
0.015,0.25,0,0
0.0125,0.25,0,0
0.015,0.25,0,0
0.0125,0,0,0
0.01,0,0,0
0.01,0,0,0
0.0125,0,0,0
0.0175,0,0,0
0.01,0,0,0
0.01,0,0,0
0.01,0,0,0
0.0325,0,0,0
0.1075,0,0,0
0.1025,0,0,0
0.12,0,0,0
0.0925,0.25,0,0
0.1,0.25,0,0
0.11,0.25,0,0
0.105,0.25,0,0
0.1,0,0,0
0.1075,0,0,0
0.335,0,0,0
0.3475,0,0,0
0.1225,0.25,0,0
0.7,0.25,0,0
0.675,0.25,0,0
0.21,0.25,0,0
0.1075,0,0,0
0.095,0,0,0
0.085,0,0,0
0.07,0,0.375,0
0.065,0.25,1.75,0
0.51,0.25,1.375,0
0.08,0.25,0,0
0.1525,0.25,0,0
0.0475,0.25,0,0
0.0725,0.25,0,0
0.3675,0.25,0,0
0.1675,0.25,0,0
0.37,0,0,0
0.285,0,0,0
0.2175,0,0,0
0.0525,0,0,0
0.7025,0.25,0,0
0.0125,0.25,0,0
0.01,0.25,0,0
0.0125,0.25,0,0
0.01,0.25,0,0
0.015,0.25,0,0
0.04,0.25,0,0
0.0425,0.25,0,0
0.0725,0,0,0
0.1075,0,0,0
0.0475,0,0,0
0.025,0,0,0
0.2625,0,0,0
0.02,0,0,0
0.02,0,0,0
0.0175,0,0,0
0.0225,0.25,0,0
0.0175,0.25,0,0
0.16,0.25,0,0
0.08,0.25,0,0
0.015,0.25,0,0
0.1975,0.25,0,0
0.4475,0.25,0,0
1.4125,0.25,0,0
0.5725,0.25,0,0
0.2075,0.25,0,0
0.045,0.25,0,0
0.0425,0.25,0,0
0.41,0,0,0
0.0175,0,0,0
0.02,0,0,0
0.0425,0,0,0
0.015,0.25,0,0
0.0125,0.25,0,0
0.0175,0.25,0,0
0.1,0.25,0,0
0.0925,0,0,0
0.1025,0,0,0
0.425,0,0,0
0.5425,0,0,0
0.3975,0,0,0
0.2375,0,0,0
0.405,0,0,0
0.5325,0,0,0
1.02,0,0,0
0.44,0,0,0
1.2625,0,0,0
0.4975,0,0,0
0.4425,0.25,0,0
0.405,0.25,0,0
0.365,0.25,0,0
0.3025,0.25,0,0
0.27,0,0,0
0.2075,0,0,0
0.23,0,0,0
0.1725,0,0,0
0.1475,0,0,0
0.145,0,0,0
0.1125,0,0,0
0.1375,0,0,0
0.1675,0,0,0
0.1125,0,0,0
0.1125,0,0,0
0.11,0,0,0
0.11,0.25,0,0
0.25,0.25,0,0
0.545,0.25,0,0
0.0825,0.25,0,0
0.095,0,0,0
0.1075,0,0,0
0.12,0,0,0
0.1225,0,0,0
0.1025,0,0,0
0.075,0,0,0
0.0725,0,0,0
0.0775,0,0,0
0.0675,0.25,0,0
0.68,0.25,0,0
0.6825,0.25,0,0
0.24,0.25,0,0
0.105,0,0,0
0.0875,0,0,0
0.0625,0,0,0
0.075,0,0,0
0.0375,0.25,0,0
0.01,0.25,0,0
0.0175,0.25,0,0
0.0075,0.25,0,0
0.2925,0,0,0
0.47,0,0,0
0.05,0,0,0
0.0125,0,0,0
0.04,0.25,0,0
0.02,0.25,0,0
0.045,0.25,0,0
0.0175,0.25,0,0
0.0275,0,0,0
0.02,0,0,0
0.0325,0,0,0
0.03,0,0,0
0.0225,0,0,0
0.04,0,0,0
0.03,0,0,0
0.05,0,0,0
0.0425,0.25,0,0
0.02,0.25,1.375,0
0.0275,0.25,2.875,0
0.025,0.25,1.875,0
0.1,0.25,0,0
0.03,0.25,0,0
0.03,0.25,0,0
0.015,0.25,0,0
0.0125,0,0,0
0.0075,0,0,0
0.015,0,0,0
0.0175,0,0,0
0.01,0.25,0,0
0.0125,0.25,0,0
0.01,0.25,0,0
0.015,0.25,0,0
0.0225,0,0,0
0.0175,0,0,0
0.015,0,0,0
0.0125,0,0,0
0.02,0.25,0,0
0.0125,0.25,0,0
0.035,0.25,0,0
0.0475,0.25,0,0
0.095,0,0,0
0.0275,0,0,0
0.03,0,0,0
0.075,0,0,0
0.025,0,0,0
0.0225,0,0,0
0.0175,0,0,0
0.03,0,0,0
0.025,0.25,0,0
0.0175,0.25,0,0
0.0175,0.25,0,0
0.0125,0.25,0,0
0.0125,0,0,0
0.015,0,0,0
0.44,0,0,0
1.015,0,0,0
0.525,0,0,0
0.1975,0,0,0
0.1975,0,0,0
0.2,0,0,0
0.2,0,0,0
0.17,0,0,0
0.15,0,0,0
0.1225,0,0,0
0.1325,0,0,0
0.0975,0,0,0
0.0825,0,0,0
0.0825,0,0,0
0.08,0.25,0,0
0.085,0.25,0,0
0.1125,0.25,0,0
0.13,0.25,0,0
0.1075,0,0,0
0.105,0,0,0
0.105,0,0,0
0.085,0,0,0
0.0925,0,0,0
0.115,0,0,0
0.0875,0,0,0
0.0825,0,0,0
0.0975,0.25,0,0
0.1025,0.25,0,0
0.11,0.25,0,0
0.12,0.25,0,0
0.11,0,0,0
0.6475,0,0,0
0.68,0,0,0
0.6175,0,0,0
0.455,0,0,0
0.125,0,0,0
0.14,0,0,0
0.105,0,0,0
0.1175,0,0,0
0.08,0,0,0
0.1025,0,0,0
0.1225,0,0,0
0.1225,0.25,0,0
0.11,0.25,0,0
0.05,0.25,0,0
0.12,0.25,0,0
0.1175,0,0,0
0.03,0,0,0
0.0825,0,0,0
0.0575,0,0,0
0.075,0,0,0
0.1875,0,0,0
0.9725,0,0,0
1.3175,0,0,0
0.3475,0.25,0,0
0.1025,0.25,0,0
0.05,0.25,0,0
0.0625,0.25,0,0
0.1675,0,0,0
0.095,0,0,0
0.1125,0,0,0
0.2925,0,0,0
0.3575,0,0,0
0.195,0,0,0
0.5175,0,0,0
0.01,0,0,0
0.0075,0,0,0
0.0175,0,0,0
0.0125,0,0,0
0.03,0,0,0
0.53,0.25,0,0
0.0125,0.25,0,0
0.01,0.25,0,0
0.0025,0.25,0,0
0.01,0,0,0
0.015,0,0,0
0.1075,0,0,0
0.105,0,0,0
0.08,0.25,0,0
0.09,0.25,0,0
0.05,0.25,0,0
0.0825,0.25,0.5,0
0.1375,0,1.375,0
0.135,0,0,0
0.1625,0,0,0
0.115,0,0,0
0.16,0,0,0
0.2175,0,0,0
0.235,0,0,0
0.225,0,0,0
0.2525,0,0,0
0.1975,0,0,0
0.2175,0,0,0
0.245,0,0,0
0.6775,0.25,0,0
0.2025,0.25,0,0
0.1725,0.25,0,0
0.1675,0.25,0.875,0
0.165,0,1.5,0
0.1825,0,1.75,0
0.22,0,1.75,0
0.245,0,1.5,0
0.215,0,2.375,0
0.175,0,2,0
0.1275,0,1.75,0
0.1025,0,1.875,0
0.09,0,2.125,0
0.105,0,1.25,0
0.1075,0,1.375,0
0.155,0,2.5,0
0.6125,0,2.625,0
0.6525,0,1.875,0
0.135,0,2,0
0.1325,0,2,0
0.0925,0.25,2.875,0
0.0775,0.25,2.125,0
0.1425,0.25,1.5,0
0.46,0.25,2.75,0
0.085,0,1.75,0
0.1075,0,2.625,0
0.125,0,2,0
0.1,0,2.125,0
0.095,0.25,2.25,0
0.0975,0.25,1.75,0
0.095,0.25,3,0
0.0675,0.25,1.625,0
0.0775,0,2.125,0
0.635,0,2.125,0
0.655,0,2,0
0.2375,0,3.125,0
0.0975,0,1.25,0
0.085,0,1.875,0
0.1075,0,2.375,0
0.0975,0,1.875,0
0.075,0,3.125,0
0.0875,0,1.375,0
0.1525,0,2.625,0
0.095,0,2,0
0.3125,0.25,3.25,0
0.0375,0.25,1.375,0
0.0075,0.25,2.625,0
0.0125,0.25,1.375,0
0.0075,0,3.5,0
0.025,0,1.75,0
0.0125,0,2.125,0
0.0075,0,1.875,0
0.0125,0,1.75,0
0.02,0,3.25,0
0.03,0,1.625,0
0.0625,0,2.625,0
0.0275,0,1.625,0
0.035,0,2.5,0
0.0275,0,2.25,0
0.0325,0,1.5,0
0.015,0.25,1.75,0
0.015,0.25,1.125,0
0.0275,0.25,1.625,0
0.0225,0.25,1.75,0
0.02,0,1.875,0
0.0125,0,1.125,0
0,0,1.25,0
0,0,1.75,0
0,0,2,0
0,0,1.25,0
0,0,1.25,0
0,0,1.375,0
0,0.25,2,0
0,0.25,1.5,0
0,0.25,1.25,0
0,0.25,1.125,0
0,0,1.875,0
0.0025,0,1.75,0
0.03,0,1.5,0
0.01,0,1.125,0
0.0175,0.25,1.5,0
0.015,0.25,1.625,0
0.02,0.25,1.75,0
0.015,0.25,1.25,0
0.0225,0,0,0
0.0225,0,0,0
0.015,0,0,0
0.0175,0,0,0
0.015,0.25,0,0
0.02,0.25,0,0
0.0075,0.25,0,0
0.0275,0.25,0,0
0.02,0,0,0
0.0175,0,0,0
0.03,0,0,0
0.02,0,0,0
0.02,0,0,0
0.02,0,0,0
0.015,0,0,0
0.02,0,0,0
0.0225,0,0,0
0.0325,0,0,0
0.0225,0,0,0
0.02,0,0,0
0.0275,0.25,0,0
0.0125,0.25,0,0
0.01,0.25,0,0
0.0275,0.25,0,0
0.015,0,0,0
0.01,0,0,0
0.0125,0,0,0
0.0125,0,0,0
0.0125,0,0,0
0.01,0,0,0
0.01,0,0,0
0.01,0,0,0
0.01,0,0,0
0.005,0,0,0
0.01,0,0,0
0.115,0,0,0
0.145,0.25,0,0
0.105,0.25,0,0
0.085,0.25,0,0
0.07,0.25,0,0
0.1175,0,0,0
0.0925,0,0,0
0.4,0,0,0
0.58,0,0,0
0.12,0,0,0
0.685,0,0,0
0.685,0,0,0
0.675,0,0,0
0.0825,0.25,0,0
0.085,0.25,0,0
0.0625,0.25,0,0
0.0875,0.25,0,0
0.055,0,0,0
0.0975,0,0,0
0.755,0,0,0
0.4375,0,0,0
0.025,0.25,0,0
0.0125,0.25,0,0
0.0425,0.25,0,0
0.5375,0.25,0,0
0.0275,0.25,0,0
0.075,0.25,0,0
0.1125,0.25,0,0
0.0775,0.25,0,0
0.025,0.25,0,0
0.02,0.25,0,0
0.615,0.25,0,0
0.7475,0.25,0,0
0.0175,0.25,0,0
0.025,0.25,0,0
0.01,0.25,0,0
0.0175,0.25,0,0
0.0175,0,0,0
0.0325,0,0,0
0.0725,0,0,0
0.035,0,0,0
0.02,0.25,0,0
0.025,0.25,0,0
0.0425,0.25,0,0
0.0225,0.25,0,0
0.0225,0.25,0,0
0.015,0.25,0,0
0.0175,0.25,0,0
0.01,0.25,0,0
0.02,0.75,0,0
0.015,0.75,0,0
0.0175,0.75,0,0
0.0225,0.75,0,0
0.015,0,0,0
0.0175,0,0,0
0.015,0,0,0
0.0225,0,0,0
0.0075,0.25,0,0
0.015,0.25,0,0
0.01,0.25,0,0
0.0125,0.25,0,0
0.03,0,0,0
0.0175,0,0,0
0.015,0,0,0
0.01,0,0,0
0.0125,0.25,0,0
0.025,0.25,0,0
0.1,0.25,0,0
0.015,0.25,0,0
0.02,0,0,0
0.0175,0,0,0
0.015,0,0,0
0.0125,0,0,0
0.0175,0,0,0
0.0175,0,0,0
0.015,0,0,0
0.015,0,0,0
0.015,0.25,0,0
0.0125,0.25,0,0
0.015,0.25,0,0
0.015,0.25,0,0
0.0125,0,0,0
0.0125,0,0,0
0.0125,0,0,0
0.46,0,0,0
0.2725,0,0,0
0.2,0,0,0
0.19,0,0,0
0.1475,0,0,0
0.105,0,0,0
0.1,0,0,0
0.08,0,0,0
0.09,0,0,0
0.085,0,0,0
0.075,0,0,0
0.095,0,0,0
0.105,0,0,0
0.11,0.25,0,0
0.09,0.25,0,0
0.1,0.25,0,0
0.0825,0.25,0,0
0.085,0,0,0
0.24,0,0,0
0.3575,0,0,0
0.0675,0,0,0
0.1,0.25,0,0
0.655,0.25,0,0
0.6325,0.25,0,0
0.6225,0.25,0,0
0.15,0,0,0
0.0975,0,0,0
0.085,0,0,0
0.075,0,0,0
0.0675,0.25,0,0
0.0875,0.25,0,0
0.095,0.25,0,0
0.045,0.25,0,0
0.0075,0.25,0,0
0.005,0.25,0,0
0.015,0.25,0,0
0.0125,0.25,0,0
